Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente
1543,22/03/2028,Consulta general,21,104,2374,MVZ. Eddie Hernández Vidal,1,2,4,5,Buena,No,Satisfecho
1544,23/03/2028,Cirugías,30,85,742,MVZ. Eddie Hernández Vidal,2,1,5,5,Mala,Sí,Satisfecho
1545,24/03/2028,Urgencias,41,122,9090,MVZ. Eddie Hernández Vidal,4,2,4,2,Mala,Sí,Satisfecho
1546,25/03/2028,Vacunación,8,160,8578,MVZ. Eddie Hernández Vidal,3,5,2,2,Regular,No,Satisfecho
1547,26/03/2028,Ultrasonido,1,101,5033,MVZ. Eddie Hernández Vidal,5,3,2,4,Mala,No,Muy Satisfecho
1548,27/03/2028,Vacunación,45,52,8611,MVZ. Eddie Hernández Vidal,1,3,5,5,Buena,Sí,Muy Satisfecho
1549,28/03/2028,Urgencias,21,16,2004,MVZ. Eddie Hernández Vidal,5,5,4,2,Regular,Sí,Muy Satisfecho
1550,29/03/2028,Vacunación,8,87,6972,MVZ. Eddie Hernández Vidal,5,3,5,5,Mala,Sí,Extremadamente satisfecho
1551,30/03/2028,Ultrasonido,57,29,3050,MVZ. Eddie Hernández Vidal,5,4,5,1,Buena,Sí,Muy Satisfecho
1552,31/03/2028,Cirugías,45,133,8753,MVZ. Eddie Hernández Vidal,5,5,1,4,Regular,No,Muy Satisfecho
1553,01/04/2028,Consulta general,49,114,501,MVZ. Eddie Hernández Vidal,4,4,3,3,Regular,Sí,Muy Satisfecho
1554,02/04/2028,Hospitalización,52,92,5769,MVZ. Eddie Hernández Vidal,5,5,2,5,Buena,Sí,Muy Satisfecho
1555,03/04/2028,Vacunación,0,6,7543,MVZ. Eddie Hernández Vidal,5,2,3,4,Pesima,Sí,Muy Satisfecho
1556,04/04/2028,Desparacitación,27,98,4518,MVZ. Eddie Hernández Vidal,4,5,1,5,Buena,Sí,Muy Satisfecho
1557,05/04/2028,Hospitalización,50,52,6940,MVZ. Eddie Hernández Vidal,2,5,1,3,Pesima,No,Satisfecho
1558,06/04/2028,Urgencias,48,107,6651,MVZ. Eddie Hernández Vidal,3,1,5,4,Regular,Sí,Satisfecho
1559,07/04/2028,Vacunación,25,130,4000,MVZ. Eddie Hernández Vidal,3,3,1,5,Regular,No,Satisfecho
1560,08/04/2028,Cirugías,29,131,8837,MVZ. Eddie Hernández Vidal,5,3,3,3,Buena,Sí,Muy Satisfecho
1561,09/04/2028,Ultrasonido,7,90,6223,MVZ. Eddie Hernández Vidal,5,2,2,4,Regular,Sí,Satisfecho
1562,10/04/2028,Ultrasonido,26,39,6679,MVZ. Eddie Hernández Vidal,3,2,2,4,Pesima,Sí,Satisfecho
1563,11/04/2028,Hospitalización,31,43,886,MVZ. Eddie Hernández Vidal,1,2,1,4,Regular,Sí,Algo satisfecho
1564,12/04/2028,Desparacitación,14,132,3598,MVZ. Eddie Hernández Vidal,1,1,5,1,Regular,Sí,Algo satisfecho
1565,13/04/2028,Hospitalización,57,110,5829,MVZ. Eddie Hernández Vidal,5,2,2,1,Buena,Sí,Satisfecho
1566,14/04/2028,Servicio a domicilio,19,54,5005,MVZ. Eddie Hernández Vidal,3,5,3,1,Buena,Sí,Satisfecho
1567,15/04/2028,Urgencias,8,137,5185,MVZ. Eddie Hernández Vidal,1,3,3,5,Pesima,Sí,Satisfecho
1568,16/04/2028,Consulta general,39,56,9426,MVZ. Eddie Hernández Vidal,1,4,4,2,Mala,No,Satisfecho
1569,17/04/2028,Ultrasonido,29,38,9392,MVZ. Eddie Hernández Vidal,3,5,3,4,Buena,Sí,Muy Satisfecho
1570,18/04/2028,Cirugías,23,90,6560,MVZ. Eddie Hernández Vidal,1,5,4,5,Regular,Sí,Muy Satisfecho
1571,19/04/2028,Desparacitación,13,137,6411,MVZ. Eddie Hernández Vidal,3,1,4,3,Buena,Sí,Satisfecho
1572,20/04/2028,Estética,40,130,3484,MVZ. Eddie Hernández Vidal,4,1,5,2,Mala,No,Satisfecho
1573,21/04/2028,Hospitalización,1,76,1346,MVZ. Eddie Hernández Vidal,5,1,3,1,Mala,No,Satisfecho
1574,22/04/2028,Estética,25,131,9420,MVZ. Eddie Hernández Vidal,3,3,3,3,Buena,No,Satisfecho
1575,23/04/2028,Ultrasonido,24,41,3238,MVZ. Eddie Hernández Vidal,2,2,3,1,Mala,Sí,Algo satisfecho
1576,24/04/2028,Consulta general,30,56,9952,MVZ. Eddie Hernández Vidal,3,3,1,3,Buena,Sí,Satisfecho
1577,25/04/2028,Desparacitación,41,66,1268,MVZ. Eddie Hernández Vidal,4,3,5,5,Mala,Sí,Muy Satisfecho
1578,26/04/2028,Estética,16,116,4152,MVZ. Eddie Hernández Vidal,2,3,1,3,Pesima,Sí,Algo satisfecho
1579,27/04/2028,Cirugías,60,158,2738,MVZ. Eddie Hernández Vidal,1,3,4,2,Pesima,No,Satisfecho
1580,28/04/2028,Consulta general,11,145,8003,MVZ. Eddie Hernández Vidal,2,4,3,3,Pesima,Sí,Satisfecho
1581,29/04/2028,Ultrasonido,39,126,4243,MVZ. Eddie Hernández Vidal,2,2,5,5,Regular,Sí,Muy Satisfecho
1582,30/04/2028,Servicio a domicilio,7,130,1012,MVZ. Eddie Hernández Vidal,1,3,4,4,Pesima,No,Satisfecho
1583,01/05/2028,Hospitalización,38,138,659,MVZ. Eddie Hernández Vidal,2,3,5,4,Buena,Sí,Muy Satisfecho
1584,02/05/2028,Cirugías,21,168,5726,MVZ. Eddie Hernández Vidal,1,3,2,2,Pesima,No,Algo satisfecho
1585,03/05/2028,Hospitalización,24,142,8402,MVZ. Eddie Hernández Vidal,2,3,2,1,Regular,Sí,Algo satisfecho
1586,04/05/2028,Ultrasonido,37,54,122,MVZ. Eddie Hernández Vidal,1,2,4,4,Pesima,Sí,Satisfecho
1587,05/05/2028,Ultrasonido,43,162,2119,MVZ. Eddie Hernández Vidal,3,4,3,5,Regular,Sí,Muy Satisfecho
1588,06/05/2028,Vacunación,59,167,4527,MVZ. Eddie Hernández Vidal,4,5,5,5,Mala,No,Extremadamente satisfecho
1589,07/05/2028,Vacunación,36,127,7690,MVZ. Eddie Hernández Vidal,4,5,4,5,Buena,No,Extremadamente satisfecho
1590,08/05/2028,Desparacitación,32,176,2221,MVZ. Eddie Hernández Vidal,2,2,1,2,Pesima,Sí,Algo satisfecho
1591,09/05/2028,Desparacitación,9,38,3045,MVZ. Eddie Hernández Vidal,4,1,1,5,Regular,Sí,Satisfecho
1592,10/05/2028,Consulta general,49,127,2547,MVZ. Eddie Hernández Vidal,4,1,1,2,Regular,Sí,Algo satisfecho
1593,11/05/2028,Vacunación,40,161,6008,MVZ. Eddie Hernández Vidal,2,1,1,3,Buena,No,Algo satisfecho
1594,12/05/2028,Cirugías,16,27,958,MVZ. Eddie Hernández Vidal,1,4,1,1,Buena,Sí,Algo satisfecho
1595,13/05/2028,Consulta general,35,94,8464,MVZ. Eddie Hernández Vidal,5,4,1,3,Pesima,Sí,Satisfecho
1596,14/05/2028,Hospitalización,55,22,1520,MVZ. Eddie Hernández Vidal,3,1,1,3,Regular,No,Algo satisfecho
1597,15/05/2028,Cirugías,3,38,9555,MVZ. Eddie Hernández Vidal,4,1,4,2,Regular,No,Satisfecho
1598,16/05/2028,Desparacitación,39,102,9933,MVZ. Eddie Hernández Vidal,2,3,4,1,Buena,No,Satisfecho
1599,17/05/2028,Servicio a domicilio,37,94,6040,MVZ. Eddie Hernández Vidal,1,3,1,3,Regular,No,Algo satisfecho
1600,18/05/2028,Urgencias,58,128,1119,MVZ. Eddie Hernández Vidal,2,1,1,1,Mala,Sí,Insatisfecho
1601,19/05/2028,Estética,3,12,7977,MVZ. Eddie Hernández Vidal,5,4,1,1,Mala,Sí,Satisfecho
1602,20/05/2028,Hospitalización,40,17,4921,MVZ. Eddie Hernández Vidal,4,4,1,4,Regular,Sí,Satisfecho
1603,21/05/2028,Consulta general,58,76,896,MVZ. Eddie Hernández Vidal,5,1,1,2,Mala,Sí,Algo satisfecho
1604,22/05/2028,Consulta general,35,177,2539,MVZ. Eddie Hernández Vidal,1,2,5,5,Buena,Sí,Satisfecho
1605,23/05/2028,Consulta general,1,92,8823,MVZ. Eddie Hernández Vidal,3,3,2,5,Pesima,No,Satisfecho
1606,24/05/2028,Hospitalización,3,43,3309,MVZ. Eddie Hernández Vidal,4,2,3,3,Pesima,No,Satisfecho
1607,25/05/2028,Desparacitación,11,7,9342,MVZ. Eddie Hernández Vidal,1,4,2,1,Buena,Sí,Algo satisfecho
1608,26/05/2028,Estética,3,78,2296,MVZ. Eddie Hernández Vidal,2,2,4,1,Mala,Sí,Algo satisfecho
1609,27/05/2028,Ultrasonido,46,163,7626,MVZ. Eddie Hernández Vidal,2,5,3,1,Buena,Sí,Satisfecho
1610,28/05/2028,Consulta general,59,55,3720,MVZ. Eddie Hernández Vidal,3,5,5,1,Buena,Sí,Muy Satisfecho
1611,29/05/2028,Servicio a domicilio,12,159,5379,MVZ. Eddie Hernández Vidal,3,4,3,5,Pesima,No,Muy Satisfecho
1612,30/05/2028,Estética,32,17,4493,MVZ. Eddie Hernández Vidal,4,4,2,1,Buena,No,Satisfecho
1613,31/05/2028,Desparacitación,39,151,8504,MVZ. Eddie Hernández Vidal,1,2,3,4,Buena,No,Satisfecho
1614,01/06/2028,Hospitalización,50,162,9972,MVZ. Eddie Hernández Vidal,1,1,5,3,Regular,No,Satisfecho
1615,02/06/2028,Estética,0,171,9732,MVZ. Eddie Hernández Vidal,3,4,1,3,Regular,Sí,Satisfecho
1616,03/06/2028,Estética,54,75,4671,MVZ. Eddie Hernández Vidal,5,3,2,4,Buena,No,Muy Satisfecho
1617,04/06/2028,Vacunación,54,71,2608,MVZ. Eddie Hernández Vidal,3,1,2,4,Mala,No,Satisfecho
1618,05/06/2028,Servicio a domicilio,47,129,6291,MVZ. Eddie Hernández Vidal,3,5,4,4,Mala,Sí,Muy Satisfecho
1619,06/06/2028,Cirugías,23,54,251,MVZ. Eddie Hernández Vidal,2,1,5,5,Regular,Sí,Satisfecho
1620,07/06/2028,Ultrasonido,7,85,9206,MVZ. Eddie Hernández Vidal,3,2,3,2,Pesima,Sí,Satisfecho
1621,08/06/2028,Desparacitación,59,36,8574,MVZ. Eddie Hernández Vidal,5,4,2,1,Regular,Sí,Satisfecho
1622,09/06/2028,Cirugías,1,141,4503,MVZ. Eddie Hernández Vidal,2,3,2,1,Buena,Sí,Algo satisfecho
1623,10/06/2028,Hospitalización,34,110,3732,MVZ. Eddie Hernández Vidal,2,2,4,3,Buena,No,Satisfecho
1624,11/06/2028,Urgencias,13,108,4707,MVZ. Eddie Hernández Vidal,5,4,5,2,Mala,No,Muy Satisfecho
1625,12/06/2028,Vacunación,56,164,5041,MVZ. Eddie Hernández Vidal,5,1,4,3,Mala,No,Satisfecho
1626,13/06/2028,Cirugías,30,158,5890,MVZ. Eddie Hernández Vidal,2,5,2,4,Buena,Sí,Satisfecho
1627,14/06/2028,Cirugías,21,23,6323,MVZ. Eddie Hernández Vidal,2,4,3,2,Mala,Sí,Satisfecho
1628,15/06/2028,Hospitalización,17,97,7974,MVZ. Eddie Hernández Vidal,2,4,1,5,Mala,Sí,Satisfecho
1629,16/06/2028,Estética,23,70,4015,MVZ. Eddie Hernández Vidal,5,5,4,5,Pesima,Sí,Extremadamente satisfecho
1630,17/06/2028,Urgencias,35,95,8757,MVZ. Eddie Hernández Vidal,1,2,2,4,Mala,Sí,Algo satisfecho
1631,18/06/2028,Servicio a domicilio,33,120,4151,MVZ. Eddie Hernández Vidal,4,4,3,4,Regular,No,Muy Satisfecho
1632,19/06/2028,Ultrasonido,6,163,8868,MVZ. Eddie Hernández Vidal,4,1,5,1,Buena,Sí,Satisfecho
1633,20/06/2028,Cirugías,24,154,2304,MVZ. Eddie Hernández Vidal,3,3,2,3,Regular,Sí,Satisfecho
1634,21/06/2028,Consulta general,34,121,9032,MVZ. Eddie Hernández Vidal,5,4,2,1,Buena,Sí,Satisfecho
1635,22/06/2028,Cirugías,55,80,3275,MVZ. Eddie Hernández Vidal,2,3,3,1,Mala,No,Algo satisfecho
1636,23/06/2028,Consulta general,40,40,9634,MVZ. Eddie Hernández Vidal,1,5,5,5,Mala,No,Muy Satisfecho
1637,24/06/2028,Servicio a domicilio,57,130,1822,MVZ. Eddie Hernández Vidal,3,4,5,5,Mala,Sí,Muy Satisfecho
1638,25/06/2028,Vacunación,38,69,4659,MVZ. Eddie Hernández Vidal,3,4,2,3,Buena,No,Satisfecho
1639,26/06/2028,Urgencias,9,68,6470,MVZ. Eddie Hernández Vidal,2,3,3,4,Regular,No,Satisfecho
1640,27/06/2028,Vacunación,24,179,426,MVZ. Eddie Hernández Vidal,5,5,3,3,Mala,Sí,Muy Satisfecho
1641,28/06/2028,Urgencias,29,101,7825,MVZ. Eddie Hernández Vidal,4,1,2,3,Pesima,No,Satisfecho
1642,29/06/2028,Consulta general,5,173,492,MVZ. Eddie Hernández Vidal,1,4,1,3,Pesima,No,Algo satisfecho
1643,30/06/2028,Servicio a domicilio,48,63,7473,MVZ. Eddie Hernández Vidal,2,1,3,1,Buena,No,Algo satisfecho
1644,01/07/2028,Servicio a domicilio,48,73,2547,MVZ. Eddie Hernández Vidal,1,2,1,4,Regular,Sí,Algo satisfecho
1645,02/07/2028,Vacunación,25,162,3926,MVZ. Eddie Hernández Vidal,5,4,4,3,Mala,Sí,Muy Satisfecho
1646,03/07/2028,Desparacitación,4,56,6480,MVZ. Eddie Hernández Vidal,5,3,2,1,Pesima,No,Satisfecho
1647,04/07/2028,Cirugías,46,59,2039,MVZ. Eddie Hernández Vidal,3,5,3,4,Pesima,No,Muy Satisfecho
1648,05/07/2028,Estética,38,61,8740,MVZ. Eddie Hernández Vidal,2,1,3,4,Regular,No,Satisfecho
1649,06/07/2028,Cirugías,0,87,942,MVZ. Eddie Hernández Vidal,3,2,5,1,Mala,No,Satisfecho
1650,07/07/2028,Consulta general,59,57,6738,MVZ. Eddie Hernández Vidal,3,4,2,5,Regular,Sí,Muy Satisfecho
1651,08/07/2028,Ultrasonido,14,106,9796,MVZ. Eddie Hernández Vidal,1,2,3,3,Pesima,No,Algo satisfecho
1652,09/07/2028,Consulta general,9,71,8168,MVZ. Eddie Hernández Vidal,2,1,5,2,Regular,Sí,Satisfecho
1653,10/07/2028,Ultrasonido,36,120,7463,MVZ. Eddie Hernández Vidal,2,3,1,5,Buena,Sí,Satisfecho
1654,11/07/2028,Consulta general,47,38,8972,MVZ. Eddie Hernández Vidal,5,3,4,4,Pesima,Sí,Muy Satisfecho
1655,12/07/2028,Cirugías,50,160,8603,MVZ. Eddie Hernández Vidal,4,4,1,2,Buena,No,Satisfecho
1656,13/07/2028,Ultrasonido,28,114,903,MVZ. Eddie Hernández Vidal,2,1,5,3,Regular,No,Satisfecho
1657,14/07/2028,Servicio a domicilio,15,47,6912,MVZ. Eddie Hernández Vidal,3,4,2,1,Regular,Sí,Satisfecho
1658,15/07/2028,Servicio a domicilio,2,118,2217,MVZ. Eddie Hernández Vidal,2,5,2,4,Regular,Sí,Satisfecho
1659,16/07/2028,Servicio a domicilio,36,11,3909,MVZ. Eddie Hernández Vidal,4,2,4,4,Mala,Sí,Muy Satisfecho
1660,17/07/2028,Estética,7,98,5082,MVZ. Eddie Hernández Vidal,1,4,2,5,Regular,Sí,Satisfecho
1661,18/07/2028,Ultrasonido,17,37,569,MVZ. Eddie Hernández Vidal,5,2,5,2,Pesima,Sí,Muy Satisfecho
1662,19/07/2028,Vacunación,31,108,5731,MVZ. Eddie Hernández Vidal,5,5,5,1,Mala,Sí,Muy Satisfecho
1663,20/07/2028,Desparacitación,43,156,7174,MVZ. Eddie Hernández Vidal,2,4,1,5,Buena,No,Satisfecho
1664,21/07/2028,Consulta general,41,170,449,MVZ. Eddie Hernández Vidal,1,1,5,2,Pesima,No,Algo satisfecho
1665,22/07/2028,Ultrasonido,15,143,9263,MVZ. Eddie Hernández Vidal,2,3,3,5,Pesima,No,Satisfecho
1666,23/07/2028,Ultrasonido,28,142,575,MVZ. Eddie Hernández Vidal,5,1,4,2,Buena,Sí,Satisfecho
1667,24/07/2028,Estética,54,70,5150,MVZ. Eddie Hernández Vidal,1,5,2,2,Buena,No,Satisfecho
1668,25/07/2028,Estética,52,69,785,MVZ. Eddie Hernández Vidal,2,4,4,3,Mala,No,Satisfecho
1669,26/07/2028,Estética,54,8,6479,MVZ. Eddie Hernández Vidal,5,2,3,3,Mala,No,Satisfecho
1670,27/07/2028,Cirugías,42,158,3691,MVZ. Eddie Hernández Vidal,2,5,1,4,Regular,Sí,Satisfecho
1671,28/07/2028,Servicio a domicilio,56,109,1602,MVZ. Eddie Hernández Vidal,3,4,4,2,Buena,Sí,Satisfecho
1672,29/07/2028,Servicio a domicilio,31,54,5262,MVZ. Eddie Hernández Vidal,4,3,5,2,Mala,Sí,Muy Satisfecho
1673,30/07/2028,Cirugías,22,6,2890,MVZ. Eddie Hernández Vidal,3,3,1,2,Pesima,Sí,Algo satisfecho
1674,31/07/2028,Cirugías,57,13,8533,MVZ. Eddie Hernández Vidal,1,5,1,3,Regular,Sí,Satisfecho
1675,01/08/2028,Desparacitación,50,107,1456,MVZ. Eddie Hernández Vidal,3,2,2,5,Buena,No,Satisfecho
1676,02/08/2028,Consulta general,23,102,3329,MVZ. Eddie Hernández Vidal,5,2,3,2,Regular,No,Satisfecho
1677,03/08/2028,Consulta general,60,112,1963,MVZ. Eddie Hernández Vidal,5,1,4,5,Regular,No,Muy Satisfecho
1678,04/08/2028,Estética,4,100,5842,MVZ. Eddie Hernández Vidal,2,3,1,5,Mala,No,Satisfecho
1679,05/08/2028,Estética,0,162,7080,MVZ. Eddie Hernández Vidal,3,5,3,3,Mala,Sí,Muy Satisfecho
1680,06/08/2028,Vacunación,17,53,643,MVZ. Eddie Hernández Vidal,1,4,2,3,Mala,Sí,Satisfecho
1681,07/08/2028,Urgencias,6,114,9417,MVZ. Eddie Hernández Vidal,4,2,1,4,Buena,No,Satisfecho
1682,08/08/2028,Servicio a domicilio,4,161,6566,MVZ. Eddie Hernández Vidal,3,3,1,2,Buena,No,Algo satisfecho
1683,09/08/2028,Vacunación,11,85,7997,MVZ. Eddie Hernández Vidal,1,3,2,5,Pesima,Sí,Satisfecho
1684,10/08/2028,Ultrasonido,32,93,9595,MVZ. Eddie Hernández Vidal,3,5,5,3,Regular,No,Muy Satisfecho
1685,11/08/2028,Desparacitación,16,50,9136,MVZ. Eddie Hernández Vidal,3,1,4,3,Pesima,Sí,Satisfecho
1686,12/08/2028,Hospitalización,2,139,1099,MVZ. Eddie Hernández Vidal,2,2,1,5,Regular,No,Satisfecho
1687,13/08/2028,Cirugías,58,23,6678,MVZ. Eddie Hernández Vidal,5,2,4,2,Pesima,Sí,Satisfecho
1688,14/08/2028,Cirugías,10,61,2416,MVZ. Eddie Hernández Vidal,4,3,5,4,Mala,Sí,Muy Satisfecho
1689,15/08/2028,Vacunación,39,166,2852,MVZ. Eddie Hernández Vidal,4,1,1,3,Buena,No,Algo satisfecho
1690,16/08/2028,Estética,38,13,2677,MVZ. Eddie Hernández Vidal,3,1,1,1,Regular,No,Algo satisfecho
1691,17/08/2028,Hospitalización,54,83,6230,MVZ. Eddie Hernández Vidal,2,1,2,4,Buena,Sí,Algo satisfecho
1692,18/08/2028,Consulta general,60,151,9371,MVZ. Eddie Hernández Vidal,3,1,5,4,Mala,No,Satisfecho
1693,19/08/2028,Hospitalización,39,44,7444,MVZ. Eddie Hernández Vidal,3,4,5,2,Buena,Sí,Muy Satisfecho
1694,20/08/2028,Cirugías,55,157,1254,MVZ. Eddie Hernández Vidal,1,1,1,3,Pesima,Sí,Algo satisfecho
1695,21/08/2028,Desparacitación,0,145,878,MVZ. Eddie Hernández Vidal,2,5,3,3,Mala,Sí,Satisfecho
1696,22/08/2028,Urgencias,9,14,8845,MVZ. Eddie Hernández Vidal,1,1,1,3,Regular,Sí,Algo satisfecho
1697,23/08/2028,Cirugías,11,102,1510,MVZ. Eddie Hernández Vidal,3,4,1,2,Regular,Sí,Satisfecho
1698,24/08/2028,Hospitalización,44,102,2220,MVZ. Eddie Hernández Vidal,4,2,1,2,Mala,Sí,Algo satisfecho
1699,25/08/2028,Estética,52,55,6352,MVZ. Eddie Hernández Vidal,3,3,2,3,Pesima,No,Satisfecho
1700,26/08/2028,Consulta general,17,148,126,MVZ. Eddie Hernández Vidal,4,1,5,3,Mala,Sí,Satisfecho
1701,27/08/2028,Ultrasonido,36,172,3662,MVZ. Eddie Hernández Vidal,1,1,5,3,Buena,No,Satisfecho
1702,28/08/2028,Ultrasonido,41,75,4190,MVZ. Eddie Hernández Vidal,3,2,5,4,Mala,Sí,Muy Satisfecho
1703,29/08/2028,Urgencias,47,66,580,MVZ. Eddie Hernández Vidal,3,3,5,5,Regular,Sí,Muy Satisfecho
1704,30/08/2028,Servicio a domicilio,5,150,7193,MVZ. Eddie Hernández Vidal,1,4,5,5,Pesima,Sí,Muy Satisfecho
1705,31/08/2028,Estética,41,141,3988,MVZ. Eddie Hernández Vidal,4,4,5,2,Regular,Sí,Muy Satisfecho
1706,01/09/2028,Ultrasonido,48,116,5484,MVZ. Eddie Hernández Vidal,1,1,3,2,Pesima,Sí,Algo satisfecho
1707,02/09/2028,Ultrasonido,38,140,2310,MVZ. Eddie Hernández Vidal,3,2,2,5,Regular,Sí,Satisfecho
1708,03/09/2028,Vacunación,36,25,265,MVZ. Eddie Hernández Vidal,2,4,5,3,Mala,Sí,Muy Satisfecho
1709,04/09/2028,Desparacitación,4,173,7111,MVZ. Eddie Hernández Vidal,3,3,1,3,Mala,Sí,Satisfecho
1710,05/09/2028,Desparacitación,59,77,3219,MVZ. Eddie Hernández Vidal,1,1,3,4,Mala,Sí,Algo satisfecho
1711,06/09/2028,Desparacitación,49,121,4063,MVZ. Eddie Hernández Vidal,3,4,2,1,Buena,No,Satisfecho
1712,07/09/2028,Consulta general,11,133,635,MVZ. Eddie Hernández Vidal,4,5,3,4,Regular,Sí,Muy Satisfecho
1713,08/09/2028,Desparacitación,39,124,2204,MVZ. Eddie Hernández Vidal,4,1,3,4,Mala,Sí,Satisfecho
1714,09/09/2028,Vacunación,29,46,9994,MVZ. Eddie Hernández Vidal,3,1,1,3,Mala,Sí,Algo satisfecho
1715,10/09/2028,Estética,43,135,9240,MVZ. Eddie Hernández Vidal,2,1,4,4,Buena,No,Satisfecho
1716,11/09/2028,Servicio a domicilio,45,37,2978,MVZ. Eddie Hernández Vidal,1,2,3,2,Buena,Sí,Algo satisfecho
1717,12/09/2028,Consulta general,11,129,1120,MVZ. Eddie Hernández Vidal,1,1,5,1,Pesima,No,Algo satisfecho
1718,13/09/2028,Hospitalización,42,15,3163,MVZ. Eddie Hernández Vidal,2,4,3,4,Pesima,No,Satisfecho
1719,14/09/2028,Estética,32,141,7979,MVZ. Eddie Hernández Vidal,1,5,2,2,Mala,Sí,Satisfecho
1720,15/09/2028,Vacunación,1,26,1421,MVZ. Eddie Hernández Vidal,5,5,4,2,Regular,Sí,Muy Satisfecho
1721,16/09/2028,Vacunación,44,124,8312,MVZ. Eddie Hernández Vidal,1,2,4,2,Pesima,Sí,Algo satisfecho
1722,17/09/2028,Urgencias,47,62,7634,MVZ. Eddie Hernández Vidal,2,4,5,4,Buena,Sí,Muy Satisfecho
1723,18/09/2028,Hospitalización,34,50,2907,MVZ. Eddie Hernández Vidal,5,2,3,1,Regular,Sí,Satisfecho
1724,19/09/2028,Hospitalización,42,72,282,MVZ. Eddie Hernández Vidal,2,2,2,3,Buena,No,Algo satisfecho
1725,20/09/2028,Cirugías,42,32,2278,MVZ. Eddie Hernández Vidal,1,1,2,2,Regular,No,Algo satisfecho
1726,21/09/2028,Vacunación,44,145,8738,MVZ. Eddie Hernández Vidal,1,3,4,1,Buena,Sí,Algo satisfecho
1727,22/09/2028,Hospitalización,10,69,3816,MVZ. Eddie Hernández Vidal,5,2,4,1,Pesima,Sí,Satisfecho
1728,23/09/2028,Estética,42,8,2417,MVZ. Eddie Hernández Vidal,4,2,5,5,Mala,Sí,Muy Satisfecho
1729,24/09/2028,Cirugías,60,176,125,MVZ. Eddie Hernández Vidal,2,5,3,3,Mala,No,Satisfecho
1730,25/09/2028,Cirugías,40,101,3009,MVZ. Eddie Hernández Vidal,3,3,1,1,Regular,Sí,Algo satisfecho
1731,26/09/2028,Consulta general,46,45,2261,MVZ. Eddie Hernández Vidal,2,3,1,3,Regular,Sí,Algo satisfecho
1732,27/09/2028,Hospitalización,39,25,6619,MVZ. Eddie Hernández Vidal,5,5,3,1,Pesima,No,Muy Satisfecho
1733,28/09/2028,Ultrasonido,15,19,5329,MVZ. Eddie Hernández Vidal,2,5,1,1,Mala,No,Algo satisfecho
1734,29/09/2028,Consulta general,45,29,1781,MVZ. Eddie Hernández Vidal,4,2,4,4,Pesima,No,Muy Satisfecho
1735,30/09/2028,Estética,26,72,3136,MVZ. Eddie Hernández Vidal,2,3,1,3,Buena,Sí,Algo satisfecho
1736,01/10/2028,Consulta general,41,37,5532,MVZ. Eddie Hernández Vidal,2,2,2,4,Regular,No,Satisfecho
1737,02/10/2028,Servicio a domicilio,40,78,9983,MVZ. Eddie Hernández Vidal,2,1,5,3,Mala,Sí,Satisfecho
1738,03/10/2028,Urgencias,44,75,7346,MVZ. Eddie Hernández Vidal,3,4,5,2,Buena,No,Muy Satisfecho
1739,04/10/2028,Servicio a domicilio,48,72,7428,MVZ. Eddie Hernández Vidal,4,1,1,4,Regular,Sí,Satisfecho
1740,05/10/2028,Desparacitación,16,63,731,MVZ. Eddie Hernández Vidal,5,5,3,5,Pesima,Sí,Extremadamente satisfecho
1741,06/10/2028,Desparacitación,43,161,3324,MVZ. Eddie Hernández Vidal,4,2,5,1,Regular,Sí,Satisfecho
1742,07/10/2028,Estética,28,8,2226,MVZ. Eddie Hernández Vidal,2,5,3,5,Regular,Sí,Muy Satisfecho
1743,08/10/2028,Desparacitación,0,171,5612,MVZ. Eddie Hernández Vidal,5,1,4,3,Mala,No,Satisfecho
1744,09/10/2028,Hospitalización,44,113,1937,MVZ. Eddie Hernández Vidal,4,1,3,2,Buena,Sí,Satisfecho
1745,10/10/2028,Cirugías,2,97,1625,MVZ. Eddie Hernández Vidal,4,3,3,5,Mala,Sí,Muy Satisfecho
1746,11/10/2028,Servicio a domicilio,22,6,8149,MVZ. Eddie Hernández Vidal,3,3,2,2,Mala,Sí,Satisfecho
1747,12/10/2028,Vacunación,60,150,5653,MVZ. Eddie Hernández Vidal,3,1,5,5,Buena,Sí,Muy Satisfecho
1748,13/10/2028,Urgencias,24,180,2060,MVZ. Eddie Hernández Vidal,4,1,5,4,Pesima,No,Muy Satisfecho
1749,14/10/2028,Hospitalización,44,13,2413,MVZ. Eddie Hernández Vidal,5,4,1,1,Mala,Sí,Satisfecho
1750,15/10/2028,Ultrasonido,19,78,6860,MVZ. Eddie Hernández Vidal,2,5,4,5,Regular,Sí,Muy Satisfecho
1751,16/10/2028,Estética,30,146,8765,MVZ. Eddie Hernández Vidal,2,4,3,3,Mala,No,Satisfecho
1752,17/10/2028,Consulta general,13,117,4258,MVZ. Eddie Hernández Vidal,3,3,4,4,Pesima,Sí,Muy Satisfecho
1753,18/10/2028,Hospitalización,7,46,9326,MVZ. Eddie Hernández Vidal,2,3,3,5,Mala,Sí,Satisfecho
1754,19/10/2028,Ultrasonido,19,29,8715,MVZ. Eddie Hernández Vidal,5,4,5,4,Pesima,No,Extremadamente satisfecho
