Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente,Niveles
1540,31/05/2023,Cirugías,14,58,848,MVZ. Eddie Hernández Vidal,1,4,4,1,Mala,No,Insatisfecho,Insatisfecho
1541,11/03/2023,Consulta general,25,124,4068,MVZ. Eddie Hernández Vidal,4,1,1,1,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1542,13/11/2023,Ultrasonido,37,31,2449,MVZ. Eddie Hernández Vidal,5,4,2,3,Mala,Sí,Algo satisfecho,Algo satisfecho
1543,27/06/2023,Cirugías,37,81,5409,MVZ. Eddie Hernández Vidal,1,1,2,5,Mala,Sí,Algo satisfecho,Algo satisfecho
1544,03/04/2023,Hospitalización,35,93,4971,MVZ. Eddie Hernández Vidal,4,2,1,2,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1545,26/11/2023,Cirugías,22,110,2307,MVZ. Eddie Hernández Vidal,4,5,5,1,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
1546,04/12/2023,Consulta general,32,50,1216,MVZ. Eddie Hernández Vidal,2,1,2,5,Pésima,No,Insatisfecho,Insatisfecho
1547,11/07/2023,Urgencias,40,132,1302,MVZ. Eddie Hernández Vidal,2,1,5,5,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1548,07/04/2023,Urgencias,5,115,5802,MVZ. Eddie Hernández Vidal,5,3,5,4,Mala,Sí,Satisfecho,Satisfecho
1549,27/02/2023,Estética,13,149,5027,MVZ. Eddie Hernández Vidal,1,5,5,4,Mala,No,Muy Satisfecho,Muy Satisfecho
1550,16/07/2023,Desparasitación,31,91,1571,MVZ. Eddie Hernández Vidal,2,5,1,5,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1551,15/12/2023,Hospitalización,27,150,3846,MVZ. Eddie Hernández Vidal,3,1,4,2,Buena,No,Muy Satisfecho,Muy Satisfecho
1552,11/07/2023,Vacunación,5,78,5598,MVZ. Eddie Hernández Vidal,5,3,4,3,Mala,Sí,Insatisfecho,Insatisfecho
1553,27/04/2023,Urgencias,12,61,3378,MVZ. Eddie Hernández Vidal,3,5,3,3,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1554,13/09/2023,Urgencias,39,150,3528,MVZ. Eddie Hernández Vidal,5,1,1,4,Pésima,No,Satisfecho,Satisfecho
1555,16/03/2023,Desparasitación,19,141,3794,MVZ. Eddie Hernández Vidal,5,5,5,3,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1556,18/08/2023,Urgencias,9,131,715,MVZ. Eddie Hernández Vidal,2,1,2,2,Pésima,No,Muy Satisfecho,Muy Satisfecho
1557,21/12/2023,Vacunación,15,47,910,MVZ. Eddie Hernández Vidal,4,2,1,5,Buena,Sí,Algo satisfecho,Algo satisfecho
1558,14/10/2023,Vacunación,16,66,1104,MVZ. Eddie Hernández Vidal,5,2,5,2,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1559,18/09/2023,Servicio a domicilio,37,34,1500,MVZ. Eddie Hernández Vidal,1,2,2,5,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1560,01/08/2023,Consulta general,36,29,5002,MVZ. Eddie Hernández Vidal,1,4,2,2,Regular,No,Algo satisfecho,Algo satisfecho
1561,13/02/2023,Urgencias,30,100,2352,MVZ. Eddie Hernández Vidal,3,2,1,4,Mala,Sí,Satisfecho,Satisfecho
1562,12/12/2023,Desparasitación,36,79,946,MVZ. Eddie Hernández Vidal,3,5,5,3,Regular,Sí,Algo satisfecho,Algo satisfecho
1563,23/07/2023,Ultrasonido,7,109,1666,MVZ. Eddie Hernández Vidal,1,3,5,3,Pésima,No,Muy Satisfecho,Muy Satisfecho
1564,15/03/2023,Cirugías,23,118,4836,MVZ. Eddie Hernández Vidal,4,3,1,4,Mala,Sí,Insatisfecho,Insatisfecho
1565,25/12/2023,Cirugías,8,30,3898,MVZ. Eddie Hernández Vidal,5,5,2,1,Pésima,No,Algo satisfecho,Algo satisfecho
1566,24/02/2023,Estética,11,134,4451,MVZ. Eddie Hernández Vidal,1,2,4,1,Buena,Sí,Insatisfecho,Insatisfecho
1567,25/10/2023,Urgencias,12,108,5150,MVZ. Eddie Hernández Vidal,2,4,3,5,Buena,No,Algo satisfecho,Algo satisfecho
1568,01/11/2023,Cirugías,19,104,5483,MVZ. Eddie Hernández Vidal,5,4,5,3,Mala,No,Algo satisfecho,Algo satisfecho
1569,24/05/2023,Cirugías,31,85,4049,MVZ. Eddie Hernández Vidal,1,4,2,3,Regular,Sí,Satisfecho,Satisfecho
1570,01/09/2023,Ultrasonido,21,49,4650,MVZ. Eddie Hernández Vidal,5,2,1,2,Pésima,No,Muy Satisfecho,Muy Satisfecho
1571,14/03/2023,Servicio a domicilio,30,50,3334,MVZ. Eddie Hernández Vidal,2,2,5,4,Mala,No,Algo satisfecho,Algo satisfecho
1572,09/09/2023,Vacunación,18,62,5677,MVZ. Eddie Hernández Vidal,2,5,4,1,Mala,No,Insatisfecho,Insatisfecho
1573,19/03/2023,Estética,14,136,1236,MVZ. Eddie Hernández Vidal,1,4,3,5,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
1574,08/05/2023,Vacunación,33,62,4481,MVZ. Eddie Hernández Vidal,5,2,4,2,Mala,No,Muy Satisfecho,Muy Satisfecho
1575,06/02/2023,Consulta general,24,27,3430,MVZ. Eddie Hernández Vidal,5,3,3,3,Buena,No,Muy Satisfecho,Muy Satisfecho
1576,20/02/2023,Desparasitación,22,120,5578,MVZ. Eddie Hernández Vidal,5,3,2,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1577,19/07/2023,Ultrasonido,36,62,2362,MVZ. Eddie Hernández Vidal,5,1,2,1,Mala,Sí,Algo satisfecho,Algo satisfecho
1578,04/10/2023,Ultrasonido,19,24,3887,MVZ. Eddie Hernández Vidal,5,1,2,5,Pésima,No,Muy Satisfecho,Muy Satisfecho
1579,07/07/2023,Cirugías,10,106,407,MVZ. Eddie Hernández Vidal,4,1,2,1,Mala,Sí,Satisfecho,Satisfecho
1580,01/07/2023,Desparasitación,40,41,5602,MVZ. Eddie Hernández Vidal,2,2,5,5,Buena,No,Muy Satisfecho,Muy Satisfecho
1581,02/06/2023,Cirugías,9,15,3028,MVZ. Eddie Hernández Vidal,2,4,2,1,Pésima,No,Insatisfecho,Insatisfecho
1582,21/10/2023,Servicio a domicilio,6,98,1761,MVZ. Eddie Hernández Vidal,5,1,1,2,Mala,No,Algo satisfecho,Algo satisfecho
1583,04/02/2023,Consulta general,26,143,1353,MVZ. Eddie Hernández Vidal,2,1,4,4,Regular,Sí,Algo satisfecho,Algo satisfecho
1584,31/10/2023,Cirugías,23,94,5233,MVZ. Eddie Hernández Vidal,1,4,2,1,Pésima,Sí,Algo satisfecho,Algo satisfecho
1585,04/10/2023,Vacunación,16,43,605,MVZ. Eddie Hernández Vidal,2,1,3,1,Regular,Sí,Satisfecho,Satisfecho
1586,07/09/2023,Vacunación,25,18,2378,MVZ. Eddie Hernández Vidal,5,2,1,2,Regular,Sí,Algo satisfecho,Algo satisfecho
1587,24/04/2023,Estética,23,101,108,MVZ. Eddie Hernández Vidal,2,3,3,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1588,03/01/2023,Ultrasonido,29,51,1317,MVZ. Eddie Hernández Vidal,3,2,5,1,Mala,No,Satisfecho,Satisfecho
1589,11/06/2023,Vacunación,13,113,1378,MVZ. Eddie Hernández Vidal,2,1,4,5,Mala,Sí,Insatisfecho,Insatisfecho
1590,29/06/2023,Hospitalización,27,86,4437,MVZ. Eddie Hernández Vidal,3,2,1,3,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1591,12/09/2023,Estética,25,84,2236,MVZ. Eddie Hernández Vidal,1,3,2,4,Buena,No,Insatisfecho,Insatisfecho
1592,09/03/2023,Desparasitación,10,17,426,MVZ. Eddie Hernández Vidal,5,5,3,4,Buena,Sí,Insatisfecho,Insatisfecho
1593,23/07/2023,Hospitalización,6,53,785,MVZ. Eddie Hernández Vidal,3,2,2,5,Buena,No,Muy Satisfecho,Muy Satisfecho
1594,14/01/2023,Vacunación,34,86,2506,MVZ. Eddie Hernández Vidal,1,4,1,4,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
1595,07/05/2023,Ultrasonido,35,66,520,MVZ. Eddie Hernández Vidal,3,4,4,3,Pésima,No,Satisfecho,Satisfecho
1596,29/12/2023,Urgencias,19,94,3904,MVZ. Eddie Hernández Vidal,3,2,3,5,Mala,Sí,Satisfecho,Satisfecho
1597,27/04/2023,Estética,36,70,2623,MVZ. Eddie Hernández Vidal,3,4,4,5,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1598,05/03/2023,Desparasitación,20,117,1659,MVZ. Eddie Hernández Vidal,2,3,1,3,Buena,Sí,Algo satisfecho,Algo satisfecho
1599,18/06/2023,Estética,31,44,1443,MVZ. Eddie Hernández Vidal,5,3,2,2,Buena,No,Muy Satisfecho,Muy Satisfecho
1600,04/08/2023,Desparasitación,25,64,4868,MVZ. Eddie Hernández Vidal,2,5,4,4,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
1601,27/12/2023,Cirugías,21,77,382,MVZ. Eddie Hernández Vidal,1,4,4,4,Pésima,No,Satisfecho,Satisfecho
1602,22/12/2023,Servicio a domicilio,40,129,305,MVZ. Eddie Hernández Vidal,3,4,3,1,Buena,No,Satisfecho,Satisfecho
1603,16/11/2023,Hospitalización,29,121,780,MVZ. Eddie Hernández Vidal,2,4,1,2,Regular,No,Satisfecho,Satisfecho
1604,27/10/2023,Consulta general,11,123,1718,MVZ. Eddie Hernández Vidal,1,5,5,2,Mala,No,Insatisfecho,Insatisfecho
1605,17/07/2023,Hospitalización,9,25,3114,MVZ. Eddie Hernández Vidal,3,1,2,5,Buena,Sí,Insatisfecho,Insatisfecho
1606,07/09/2023,Cirugías,7,56,3827,MVZ. Eddie Hernández Vidal,1,3,1,1,Buena,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1607,27/11/2023,Cirugías,29,93,5548,MVZ. Eddie Hernández Vidal,4,5,4,2,Mala,Sí,Satisfecho,Satisfecho
1608,06/04/2023,Consulta general,38,136,5149,MVZ. Eddie Hernández Vidal,3,5,3,4,Buena,No,Muy Satisfecho,Muy Satisfecho
1609,28/10/2023,Desparasitación,39,115,3811,MVZ. Eddie Hernández Vidal,5,2,5,4,Pésima,No,Algo satisfecho,Algo satisfecho
1610,08/09/2023,Estética,21,114,3902,MVZ. Eddie Hernández Vidal,5,5,4,1,Mala,Sí,Satisfecho,Satisfecho
1611,17/11/2023,Servicio a domicilio,7,26,2661,MVZ. Eddie Hernández Vidal,4,4,4,1,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1612,14/07/2023,Desparasitación,15,48,1332,MVZ. Eddie Hernández Vidal,1,5,3,5,Buena,No,Insatisfecho,Insatisfecho
1613,03/04/2023,Consulta general,39,115,4149,MVZ. Eddie Hernández Vidal,5,3,3,1,Pésima,No,Insatisfecho,Insatisfecho
1614,21/09/2023,Ultrasonido,29,17,3081,MVZ. Eddie Hernández Vidal,5,5,1,2,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1615,05/02/2023,Estética,9,131,3225,MVZ. Eddie Hernández Vidal,1,2,1,2,Pésima,No,Insatisfecho,Insatisfecho
1616,14/05/2023,Consulta general,40,127,3384,MVZ. Eddie Hernández Vidal,4,4,2,2,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1617,14/03/2023,Consulta general,35,112,1521,MVZ. Eddie Hernández Vidal,5,5,3,4,Regular,No,Muy Satisfecho,Muy Satisfecho
1618,23/10/2023,Consulta general,22,108,4218,MVZ. Eddie Hernández Vidal,1,4,3,4,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1619,18/09/2023,Hospitalización,31,117,3566,MVZ. Eddie Hernández Vidal,1,4,2,1,Buena,No,Insatisfecho,Insatisfecho
1620,03/01/2023,Ultrasonido,8,34,5151,MVZ. Eddie Hernández Vidal,5,4,1,4,Mala,No,Muy Satisfecho,Muy Satisfecho
1621,01/11/2023,Cirugías,14,85,4257,MVZ. Eddie Hernández Vidal,5,1,3,4,Mala,No,Muy Satisfecho,Muy Satisfecho
1622,05/10/2023,Cirugías,26,139,4276,MVZ. Eddie Hernández Vidal,3,5,5,3,Mala,Sí,Insatisfecho,Insatisfecho
1623,10/04/2023,Cirugías,22,43,3836,MVZ. Eddie Hernández Vidal,2,2,3,3,Regular,No,Algo satisfecho,Algo satisfecho
1624,18/08/2023,Vacunación,38,27,1995,MVZ. Eddie Hernández Vidal,5,3,5,3,Buena,No,Satisfecho,Satisfecho
1625,16/01/2023,Servicio a domicilio,21,37,113,MVZ. Eddie Hernández Vidal,2,4,4,1,Buena,Sí,Algo satisfecho,Algo satisfecho
1626,09/10/2023,Servicio a domicilio,35,36,418,MVZ. Eddie Hernández Vidal,1,4,1,1,Pésima,No,Insatisfecho,Insatisfecho
1627,27/04/2023,Servicio a domicilio,18,138,5428,MVZ. Eddie Hernández Vidal,1,5,5,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1628,12/11/2023,Desparasitación,35,146,2091,MVZ. Eddie Hernández Vidal,1,2,2,4,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1629,24/06/2023,Vacunación,24,109,1673,MVZ. Eddie Hernández Vidal,3,1,5,5,Mala,No,Insatisfecho,Insatisfecho
1630,08/01/2023,Urgencias,37,68,1028,MVZ. Eddie Hernández Vidal,5,2,1,5,Buena,Sí,Insatisfecho,Insatisfecho
1631,18/04/2023,Cirugías,18,112,3979,MVZ. Eddie Hernández Vidal,5,1,3,2,Regular,No,Satisfecho,Satisfecho
1632,15/05/2023,Cirugías,13,145,5940,MVZ. Eddie Hernández Vidal,2,2,5,1,Buena,No,Algo satisfecho,Algo satisfecho
1633,19/04/2023,Vacunación,34,97,5018,MVZ. Eddie Hernández Vidal,4,1,5,1,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1634,25/01/2023,Cirugías,7,94,3144,MVZ. Eddie Hernández Vidal,2,5,3,5,Pésima,No,Satisfecho,Satisfecho
1635,12/02/2023,Desparasitación,32,147,172,MVZ. Eddie Hernández Vidal,3,4,2,1,Mala,No,Insatisfecho,Insatisfecho
1636,16/09/2023,Hospitalización,20,143,890,MVZ. Eddie Hernández Vidal,1,2,5,1,Buena,No,Muy Satisfecho,Muy Satisfecho
1637,23/07/2023,Ultrasonido,8,143,642,MVZ. Eddie Hernández Vidal,2,1,4,4,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1638,16/03/2023,Desparasitación,6,88,874,MVZ. Eddie Hernández Vidal,2,2,1,1,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
1639,11/09/2023,Vacunación,17,75,1583,MVZ. Eddie Hernández Vidal,4,2,3,3,Regular,No,Satisfecho,Satisfecho
1640,16/02/2023,Vacunación,16,145,5946,MVZ. Eddie Hernández Vidal,1,3,1,1,Regular,Sí,Insatisfecho,Insatisfecho
1641,03/02/2023,Servicio a domicilio,9,134,3786,MVZ. Eddie Hernández Vidal,1,5,5,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1642,12/02/2023,Vacunación,28,31,3575,MVZ. Eddie Hernández Vidal,5,3,2,1,Pésima,No,Muy Satisfecho,Muy Satisfecho
1643,12/08/2023,Consulta general,11,59,2922,MVZ. Eddie Hernández Vidal,4,3,2,5,Mala,Sí,Satisfecho,Satisfecho
1644,21/02/2023,Urgencias,15,86,1672,MVZ. Eddie Hernández Vidal,1,5,2,2,Regular,No,Insatisfecho,Insatisfecho
1645,09/07/2023,Consulta general,24,28,938,MVZ. Eddie Hernández Vidal,2,4,1,1,Mala,Sí,Algo satisfecho,Algo satisfecho
1646,30/11/2023,Desparasitación,36,75,4732,MVZ. Eddie Hernández Vidal,5,3,3,5,Mala,Sí,Insatisfecho,Insatisfecho
1647,25/04/2023,Ultrasonido,19,128,1875,MVZ. Eddie Hernández Vidal,4,2,4,2,Buena,No,Algo satisfecho,Algo satisfecho
1648,05/03/2023,Ultrasonido,16,118,3393,MVZ. Eddie Hernández Vidal,4,1,4,3,Buena,Sí,Insatisfecho,Insatisfecho
1649,24/12/2023,Consulta general,12,112,3916,MVZ. Eddie Hernández Vidal,1,1,2,3,Mala,No,Muy Satisfecho,Muy Satisfecho
1650,14/12/2023,Desparasitación,25,144,1185,MVZ. Eddie Hernández Vidal,2,5,1,5,Buena,No,Algo satisfecho,Algo satisfecho
1651,14/11/2023,Servicio a domicilio,7,103,2125,MVZ. Eddie Hernández Vidal,2,2,2,1,Mala,No,Algo satisfecho,Algo satisfecho
1652,09/06/2023,Cirugías,27,84,3033,MVZ. Eddie Hernández Vidal,1,2,1,3,Pésima,No,Satisfecho,Satisfecho
1653,31/12/2023,Cirugías,9,77,385,MVZ. Eddie Hernández Vidal,3,2,4,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1654,03/09/2023,Consulta general,6,105,2809,MVZ. Eddie Hernández Vidal,1,3,3,3,Mala,No,Algo satisfecho,Algo satisfecho
1655,02/01/2023,Consulta general,16,33,5745,MVZ. Eddie Hernández Vidal,1,5,1,3,Buena,No,Algo satisfecho,Algo satisfecho
1656,13/08/2023,Ultrasonido,19,136,3444,MVZ. Eddie Hernández Vidal,2,3,2,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1657,12/03/2023,Desparasitación,5,146,5016,MVZ. Eddie Hernández Vidal,5,4,4,1,Mala,No,Satisfecho,Satisfecho
1658,20/02/2023,Estética,9,21,5601,MVZ. Eddie Hernández Vidal,4,4,3,2,Buena,No,Muy Satisfecho,Muy Satisfecho
1659,11/03/2023,Urgencias,13,138,4779,MVZ. Eddie Hernández Vidal,5,5,2,5,Mala,No,Insatisfecho,Insatisfecho
1660,19/07/2023,Desparasitación,38,40,1730,MVZ. Eddie Hernández Vidal,5,4,1,5,Buena,No,Satisfecho,Satisfecho
1661,12/08/2023,Cirugías,7,143,4246,MVZ. Eddie Hernández Vidal,3,1,3,1,Pésima,Sí,Algo satisfecho,Algo satisfecho
1662,26/02/2023,Urgencias,14,29,3984,MVZ. Eddie Hernández Vidal,4,1,5,5,Pésima,No,Algo satisfecho,Algo satisfecho
1663,14/11/2023,Ultrasonido,12,105,5734,MVZ. Eddie Hernández Vidal,1,5,2,1,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
1664,12/12/2023,Cirugías,33,121,3033,MVZ. Eddie Hernández Vidal,4,1,2,4,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1665,10/01/2023,Desparasitación,29,122,2526,MVZ. Eddie Hernández Vidal,4,4,2,5,Buena,No,Algo satisfecho,Algo satisfecho
1666,20/04/2023,Consulta general,36,146,3144,MVZ. Eddie Hernández Vidal,5,2,1,2,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1667,14/05/2023,Cirugías,20,134,5934,MVZ. Eddie Hernández Vidal,3,2,2,2,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1668,21/10/2023,Servicio a domicilio,25,29,3200,MVZ. Eddie Hernández Vidal,4,2,5,2,Mala,No,Insatisfecho,Insatisfecho
1669,21/08/2023,Hospitalización,28,93,372,MVZ. Eddie Hernández Vidal,1,2,1,4,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
1670,09/09/2023,Vacunación,12,89,3701,MVZ. Eddie Hernández Vidal,4,1,2,1,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1671,09/10/2023,Hospitalización,37,119,4347,MVZ. Eddie Hernández Vidal,3,3,5,2,Regular,Sí,Satisfecho,Satisfecho
1672,19/08/2023,Hospitalización,38,53,3377,MVZ. Eddie Hernández Vidal,2,3,4,4,Mala,No,Muy Satisfecho,Muy Satisfecho
1673,28/09/2023,Consulta general,37,51,5978,MVZ. Eddie Hernández Vidal,4,2,2,1,Regular,Sí,Satisfecho,Satisfecho
1674,20/05/2023,Cirugías,14,66,5341,MVZ. Eddie Hernández Vidal,2,2,2,2,Regular,No,Algo satisfecho,Algo satisfecho
1675,19/07/2023,Vacunación,29,80,1635,MVZ. Eddie Hernández Vidal,3,2,3,2,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1676,23/05/2023,Servicio a domicilio,27,43,5212,MVZ. Eddie Hernández Vidal,2,5,5,4,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1677,23/03/2023,Hospitalización,6,23,1178,MVZ. Eddie Hernández Vidal,5,3,1,5,Mala,No,Satisfecho,Satisfecho
1678,01/06/2023,Consulta general,20,64,5020,MVZ. Eddie Hernández Vidal,5,1,5,2,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1679,26/10/2023,Vacunación,13,128,2702,MVZ. Eddie Hernández Vidal,5,4,3,3,Pésima,No,Muy Satisfecho,Muy Satisfecho
1680,18/08/2023,Cirugías,28,24,5510,MVZ. Eddie Hernández Vidal,1,4,3,4,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1681,22/06/2023,Consulta general,6,101,3957,MVZ. Eddie Hernández Vidal,2,5,4,5,Mala,No,Insatisfecho,Insatisfecho
1682,26/06/2023,Cirugías,21,144,4564,MVZ. Eddie Hernández Vidal,5,3,1,2,Pésima,Sí,Insatisfecho,Insatisfecho
1683,27/02/2023,Hospitalización,6,41,3543,MVZ. Eddie Hernández Vidal,2,3,3,1,Buena,No,Muy Satisfecho,Muy Satisfecho
1684,29/05/2023,Cirugías,9,51,673,MVZ. Eddie Hernández Vidal,2,5,4,3,Regular,No,Satisfecho,Satisfecho
1685,02/09/2023,Desparasitación,5,82,3406,MVZ. Eddie Hernández Vidal,1,3,3,2,Pésima,Sí,Satisfecho,Satisfecho
1686,28/05/2023,Estética,20,62,374,MVZ. Eddie Hernández Vidal,1,4,2,5,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1687,10/07/2023,Ultrasonido,34,35,233,MVZ. Eddie Hernández Vidal,1,5,1,3,Mala,Sí,Insatisfecho,Insatisfecho
1688,02/10/2023,Vacunación,17,108,427,MVZ. Eddie Hernández Vidal,1,2,1,1,Pésima,Sí,Satisfecho,Satisfecho
1689,24/09/2023,Vacunación,32,55,4582,MVZ. Eddie Hernández Vidal,2,2,1,1,Buena,Sí,Insatisfecho,Insatisfecho
1690,15/07/2023,Hospitalización,35,56,3937,MVZ. Eddie Hernández Vidal,4,3,5,4,Regular,Sí,Satisfecho,Satisfecho
1691,16/08/2023,Hospitalización,36,90,2840,MVZ. Eddie Hernández Vidal,2,1,5,1,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
1692,23/04/2023,Servicio a domicilio,22,61,3036,MVZ. Eddie Hernández Vidal,5,3,3,5,Pésima,No,Insatisfecho,Insatisfecho
1693,10/03/2023,Consulta general,12,23,5387,MVZ. Eddie Hernández Vidal,3,5,2,4,Mala,No,Algo satisfecho,Algo satisfecho
1694,11/12/2023,Servicio a domicilio,18,138,150,MVZ. Eddie Hernández Vidal,3,3,1,5,Regular,Sí,Algo satisfecho,Algo satisfecho
1695,30/08/2023,Ultrasonido,33,42,3991,MVZ. Eddie Hernández Vidal,5,4,3,4,Buena,Sí,Satisfecho,Satisfecho
1696,02/03/2023,Estética,17,132,4059,MVZ. Eddie Hernández Vidal,3,4,4,3,Mala,Sí,Algo satisfecho,Algo satisfecho
1697,28/02/2023,Vacunación,29,135,554,MVZ. Eddie Hernández Vidal,3,1,2,3,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1698,01/05/2023,Cirugías,36,67,1687,MVZ. Eddie Hernández Vidal,1,3,4,5,Regular,No,Muy Satisfecho,Muy Satisfecho
1699,31/05/2023,Ultrasonido,9,116,4388,MVZ. Eddie Hernández Vidal,2,3,1,5,Pésima,No,Insatisfecho,Insatisfecho
1700,13/11/2023,Vacunación,33,109,3934,MVZ. Eddie Hernández Vidal,1,5,3,3,Regular,Sí,Satisfecho,Satisfecho
1701,21/04/2023,Desparasitación,22,82,2054,MVZ. Eddie Hernández Vidal,1,2,3,2,Buena,Sí,Algo satisfecho,Algo satisfecho
1702,23/01/2023,Cirugías,11,37,1320,MVZ. Eddie Hernández Vidal,4,3,4,4,Mala,No,Algo satisfecho,Algo satisfecho
1703,19/10/2023,Hospitalización,11,94,4299,MVZ. Eddie Hernández Vidal,4,2,2,3,Buena,Sí,Algo satisfecho,Algo satisfecho
1704,06/01/2023,Servicio a domicilio,18,42,3281,MVZ. Eddie Hernández Vidal,3,5,5,4,Mala,No,Insatisfecho,Insatisfecho
1705,17/02/2023,Servicio a domicilio,30,76,173,MVZ. Eddie Hernández Vidal,1,5,1,4,Buena,Sí,Satisfecho,Satisfecho
1706,30/12/2023,Estética,26,110,5587,MVZ. Eddie Hernández Vidal,1,1,4,4,Buena,Sí,Algo satisfecho,Algo satisfecho
1707,16/05/2023,Desparasitación,19,111,2864,MVZ. Eddie Hernández Vidal,4,5,1,3,Regular,Sí,Algo satisfecho,Algo satisfecho
1708,03/11/2023,Servicio a domicilio,15,90,1529,MVZ. Eddie Hernández Vidal,3,4,1,5,Buena,No,Muy Satisfecho,Muy Satisfecho
1709,29/11/2023,Vacunación,37,32,223,MVZ. Eddie Hernández Vidal,1,1,4,4,Buena,No,Satisfecho,Satisfecho
1710,04/10/2023,Urgencias,15,21,1643,MVZ. Eddie Hernández Vidal,1,2,2,2,Pésima,No,Algo satisfecho,Algo satisfecho
1711,08/06/2023,Servicio a domicilio,12,121,1156,MVZ. Eddie Hernández Vidal,3,4,5,1,Pésima,Sí,Insatisfecho,Insatisfecho
1712,17/06/2023,Cirugías,39,69,2824,MVZ. Eddie Hernández Vidal,4,3,2,3,Regular,Sí,Insatisfecho,Insatisfecho
1713,04/04/2023,Ultrasonido,16,21,3532,MVZ. Eddie Hernández Vidal,5,5,3,5,Mala,Sí,Insatisfecho,Insatisfecho
1714,23/07/2023,Consulta general,7,84,1695,MVZ. Eddie Hernández Vidal,3,5,4,1,Regular,No,Muy Satisfecho,Muy Satisfecho
1715,15/03/2023,Consulta general,6,134,2594,MVZ. Eddie Hernández Vidal,1,3,4,2,Buena,No,Satisfecho,Satisfecho
1716,24/06/2023,Estética,18,120,4651,MVZ. Eddie Hernández Vidal,5,1,2,1,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1717,28/09/2023,Vacunación,20,51,1715,MVZ. Eddie Hernández Vidal,5,1,5,4,Regular,Sí,Muy Satisfecho,Muy Satisfecho
1718,10/06/2023,Servicio a domicilio,39,126,1654,MVZ. Eddie Hernández Vidal,5,5,2,2,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1719,06/11/2023,Consulta general,23,80,3865,MVZ. Eddie Hernández Vidal,5,4,2,5,Regular,Sí,Satisfecho,Satisfecho
1720,14/06/2023,Servicio a domicilio,35,36,2486,MVZ. Eddie Hernández Vidal,1,1,4,4,Buena,No,Algo satisfecho,Algo satisfecho
1721,12/08/2023,Cirugías,9,53,4480,MVZ. Eddie Hernández Vidal,5,1,1,5,Mala,Sí,Algo satisfecho,Algo satisfecho
1722,23/07/2023,Vacunación,12,124,1885,MVZ. Eddie Hernández Vidal,3,3,1,4,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1723,09/08/2023,Consulta general,26,100,1189,MVZ. Eddie Hernández Vidal,3,4,5,2,Buena,No,Insatisfecho,Insatisfecho
1724,28/04/2023,Estética,32,85,4373,MVZ. Eddie Hernández Vidal,3,2,1,2,Regular,No,Insatisfecho,Insatisfecho
